CYCA,YRF,,CARTWRIGHT,CANADA,0,0,0,U,0,0,0,U,0
CYCB,YCB,CAMBRIDGE BAY,CAMBRIDGE BAY,CANADA,69,6,29,N,105,8,18,U,90
CYCD,YCD,NANAIMO,NANAIMO,CANADA,49,3,8,N,123,52,12,U,93
CYCG,YCG,CASTLEGAR,CASTLEGAR,CANADA,49,17,47,N,117,37,57,U,1624
CYCH,YCH,MIRAMICHI,CHATHAM,CANADA,47,0,28,N,65,26,57,U,108
CYCL,YCL,CHARLO,CHARLO,CANADA,47,59,26,N,66,19,53,U,132
CYCO,YCO,KUGLUKTUK,COPPERMINE,CANADA,67,49,0,N,115,8,38,U,74
CYCS,YCS,,CHESTERFIELD INLET,CANADA,0,0,0,U,0,0,0,U,0
CYCT,YCT,CORONATION,CORONATION,CANADA,52,4,30,N,111,26,43,U,2595
CYCV,YCV,,MONTREAL,CANADA,0,0,0,U,0,0,0,U,0
CYCW,YCW,CHILLIWACK,CHILLIWACK,CANADA,49,9,10,N,121,56,20,U,32
CYCX,N/A,,CAMP GAGETOWN,CANADA,0,0,0,U,0,0,0,U,0
CYCY,YCY,CLYDE RIVER,CLYDE RIVER,CANADA,70,29,10,N,68,31,0,U,87
CYCZ,YZS,FAIRMONT HOT SPRINGS,CORAL HARBOUR,CANADA,50,19,55,N,115,52,25,U,2658
CYDA,YDA,DAWSON,DAWSON,CANADA,64,2,35,N,139,7,40,U,1214
CYDB,YDB,BURWASH,BURWASH,CANADA,61,22,16,N,139,2,26,U,2647
CYDC,YDC,PRINCETON,PRINCETON,CANADA,49,28,3,N,120,30,43,U,2298
CYDF,YDF,DEER LAKE,DEER LAKE,CANADA,49,12,39,N,57,23,29,U,72
CYDL,YDL,DEASE LAKE,DEASE LAKE,CANADA,58,25,20,N,130,1,56,U,2600
CYDN,YDN,DAUPHIN BARKER,DAUPHIN,CANADA,51,6,3,N,100,3,9,U,998
CYDQ,YDQ,DAWSON CREEK,DAWSON CREEK,CANADA,55,44,30,N,120,10,55,U,2148
CYDR,N/A,,BROADVIEW,CANADA,0,0,0,U,0,0,0,U,0
CYED,YED,EDMONTON NAMAO,EDMONTON,CANADA,53,40,0,N,113,28,0,U,0
CYEG,YEG,EDMONTON INTERNATIONAL,EDMONTON,CANADA,53,18,35,N,113,34,47,U,2373
CYEK,YEK,ARVIAT,ESKIMO POINT,CANADA,61,5,39,N,94,4,15,U,32
CYEN,YEN,ESTEVAN,ESTEVAN,CANADA,49,12,37,N,102,57,57,U,1905
CYEP,N/A,,ESTEVAN POINT,CANADA,0,0,0,U,0,0,0,U,0
CYET,YET,EDSON,EDSON,CANADA,53,34,44,N,116,27,54,U,3041
CYEU,YEU,EUREKA,EUREKA,CANADA,79,59,41,N,85,48,48,U,256
CYEV,YEV,INUVIK MIKE ZUBKO,INUVIK,CANADA,68,18,15,N,133,28,58,U,224
CYFB,YFB,IQALUIT,IQALUIT,CANADA,63,45,23,N,68,33,21,U,110
CYFC,YFC,FREDERICTON,FREDERICTON,CANADA,45,52,10,N,66,31,54,U,68
CYFE,N/A,FORESTVILLE,FORESTVILLE,CANADA,48,44,46,N,69,5,50,U,29
CYFL,N/A,,FORT RELIANCE,CANADA,0,0,0,U,0,0,0,U,0
CYFO,YFO,FLIN FLON,FLIN FLON,CANADA,54,40,41,N,101,40,54,U,997
CYFR,YFR,FORT RESOLUTION,FORT RESOLUTION,CANADA,61,10,51,N,113,41,23,U,526
CYFS,YFS,FORT SIMPSON,FORT SIMPSON,CANADA,61,45,37,N,121,14,12,U,555
CYGA,N/A,,GAGNON,CANADA,0,0,0,U,0,0,0,U,0
CYGK,YGK,KINGSTON,KINGSTON,CANADA,44,13,31,N,76,35,49,U,305
CYGL,YGL,LA GRANDE RIVIERE,LA GRANDE RIVIERE,CANADA,53,37,31,N,77,42,15,U,639
CYGP,YGP,GASPE,GASPE,CANADA,48,46,31,N,64,28,43,U,108
CYGQ,YGQ,GERALDTON GREENSTONE REGIONAL,GERALDTON,CANADA,49,46,42,N,86,56,22,U,1144
CYGR,YGR,ILES DE LA MADELEINE,ILES DE LA MADELEINE,CANADA,47,25,29,N,61,46,41,U,34
CYGT,YGT,,IGLOOLIK,CANADA,0,0,0,U,0,0,0,U,0
CYGW,YGW,KUUJJUARAPIK,KUUJJUARARAPIK,CANADA,55,17,0,N,77,46,0,U,65
CYGX,YGX,GILLAM,GILLAM,CANADA,56,21,0,N,94,42,0,U,470
CYGY,N/A,,DECEPTION,CANADA,0,0,0,U,0,0,0,U,0
CYGZ,YGZ,,GRISE FIORD,CANADA,0,0,0,U,0,0,0,U,0
CYHB,YHB,HUDSON BAY,HUDSON BAY,CANADA,52,49,0,N,102,18,41,U,1175
CYHD,YHD,DRYDEN RGNL,DRYDEN,CANADA,49,49,54,N,92,44,39,U,1354
CYHE,N/A,,HOPE,CANADA,0,0,0,U,0,0,0,U,0
CYHI,YHI,HOLMAN,HOLMAN ISLAND,CANADA,70,45,47,N,117,48,21,U,117
CYHK,YHK,GJOA HAVEN,GJOA HAVEN,CANADA,68,38,8,N,95,50,59,U,152
CYHM,YHM,HAMILTON,HAMILTON,CANADA,43,10,23,N,79,56,6,U,780
CYHO,YHO,,HOPEDALE,CANADA,0,0,0,U,0,0,0,U,0
CYHU,YHU,ST HUBERT,MONTREAL,CANADA,45,31,3,N,73,25,1,U,90
CYHY,YHY,HAY RIVER,HAY RIVER,CANADA,60,50,23,N,115,46,58,U,543
CYHZ,YHZ,HALIFAX INTERNATIONAL,HALIFAX,CANADA,44,52,51,N,63,30,31,U,477
CYIB,YIB,ATIKOKAN MUNI,ATIKOKAN,CANADA,48,46,26,N,91,38,19,U,1408
CYIO,YIO,POND INLET,POND INLET,CANADA,72,41,0,N,77,58,0,U,181
CYIV,YIV,,ISLAND LAKE,CANADA,0,0,0,U,0,0,0,U,0
CYJA,N/A,,JASPER,CANADA,0,0,0,U,0,0,0,U,0
CYJN,YJN,ST JEAN,ST. JEAN,CANADA,45,17,40,N,73,16,52,U,136
CYJT,YJT,STEPHENVILLE,STEPHENVILLE,CANADA,48,32,39,N,58,33,0,U,84
CYKA,YKA,KAMLOOPS,KAMLOOPS,CANADA,50,42,8,N,120,26,31,U,1133
CYKF,YKF,WATERLOO RGNL,WATERLOO,CANADA,43,27,32,N,80,23,4,U,1040
CYKL,YKL,SCHEFFERVILLE,SCHEFFERVILLE,CANADA,54,48,18,N,66,48,19,U,1709
CYKY,YKY,KINDERSLEY,KINDERSLEY,CANADA,51,31,3,N,109,10,51,U,2277
CYKZ,YKZ,BUTTONVILLE MUNI,TORONTO,CANADA,43,51,44,N,79,22,12,U,650
CYLA,N/A,,LANGARA,CANADA,0,0,0,U,0,0,0,U,0
CYLC,YLC,,LAKE HARBOUR,CANADA,0,0,0,U,0,0,0,U,0
CYLD,YLD,CHAPLEAU,CHAPLEAU,CANADA,47,49,12,N,83,20,47,U,1465
CYLJ,YLJ,MEADOW LAKE,MEADOW LAKE,CANADA,54,7,31,N,108,31,22,U,1576
CYLL,YLL,LLOYDMINSTER,LLOYDMINSTER,CANADA,53,18,33,N,110,4,21,U,2194
CYLO,N/A,,SHILO,CANADA,0,0,0,U,0,0,0,U,0
CYLT,YLT,ALERT,ALERT,CANADA,82,31,4,N,62,16,50,U,100
CYLW,YLW,KELOWNA,KELOWNA,CANADA,49,57,22,N,119,22,40,U,1409
CYLY,N/A,,LYTTON,CANADA,0,0,0,U,0,0,0,U,0
CYMA,YMA,MAYO,MAYO,CANADA,63,37,0,N,135,52,0,U,1653
CYMD,N/A,,MOULD BAY,CANADA,0,0,0,U,0,0,0,U,0
CYMJ,YMJ,MOOSE JAW,MOOSE JAW,CANADA,50,19,49,N,105,33,33,U,1892
CYMM,YMM,FORT MCMURRAY,FORT MCMURRAY,CANADA,56,39,12,N,111,13,19,U,1211
CYMO,YMO,MOOSONEE,MOOSONEE,CANADA,51,17,28,N,80,36,28,U,30
CYMR,N/A,,MERRY ISLAND,CANADA,0,0,0,U,0,0,0,U,0
CYMW,YMW,MANIWAKI,MANIWAKI,CANADA,46,16,28,N,75,59,24,U,659
CYMX,YMX,MONTREAL INTERNATIONAL MIRABEL,MONTREAL,CANADA,45,40,47,N,74,2,19,U,270
CYNA,YNA,NATASHQUAN,NATASHQUAN,CANADA,50,11,23,N,61,47,21,U,35
CYND,YND,GATINEAU,GATINEAU,CANADA,45,31,17,N,75,33,51,U,211
CYNI,N/A,,NITCHEQUON,CANADA,0,0,0,U,0,0,0,U,0
CYNM,YNM,MATAGAMI,MATAGAMI,CANADA,49,45,42,N,77,48,10,U,918
CYNY,N/A,,ENDERBY,CANADA,0,0,0,U,0,0,0,U,0
CYO,N/A,,WYNYARD,CANADA,0,0,0,U,0,0,0,U,0
CYOC,YOC,OLD CROW,OLD CROW,CANADA,67,34,14,N,139,50,21,U,824
CYOD,YOD,COLD LAKE,COLD LAKE,CANADA,54,24,18,N,110,16,46,U,1775
CYOJ,YOJ,HIGH LEVEL,HIGH LEVEL,CANADA,58,37,17,N,117,9,53,U,1110
CYOW,YOW,OTTAWA MACDONALD CARTIER INTERNATIONAL,OTTAWA,CANADA,45,19,21,N,75,40,9,U,374
CYPA,YPA,PRINCE ALBERT GLASS FIELD,PRINCE ALBERT,CANADA,53,12,51,N,105,40,22,U,1405
CYPE,YPE,PEACE RIVER,PEACE RIVER,CANADA,56,13,37,N,117,26,50,U,1873
CYPF,N/A,,ESQUIMALT,CANADA,0,0,0,U,0,0,0,U,0
CYPG,YPG,SOUTHPORT,PORTAGE-LA-PRAIRIE,CANADA,49,54,10,N,98,16,29,U,885
CYPH,YPH,,INUKJUAK,CANADA,0,0,0,U,0,0,0,U,0
CYPK,N/A,PITT MEADOWS,PITT MEADOWS,CANADA,49,12,58,N,122,42,36,U,11
CYPL,YPL,PICKLE LAKE,PICKLE LAKE,CANADA,51,26,47,N,90,12,51,U,1267
CYPN,YPN,PORT MENIER,PORT MENIER,CANADA,49,50,11,N,64,17,19,U,167
CYPQ,YPQ,PETERBOROUGH,PETERBOROUGH,CANADA,44,13,48,N,78,21,48,U,628
CYPR,YPR,PRINCE RUPERT,PRINCE PUPERT,CANADA,54,17,10,N,130,26,41,U,116
CYPY,YPY,FORT CHIPEWYAN,FORT CHIPEWYAN,CANADA,58,46,2,N,111,7,2,U,761
CYQA,YQA,MUSKOKA,MUSKOKA,CANADA,44,58,29,N,79,18,12,U,925
CYQB,YQB,QUEBEC JEAN LESAGE INTERNATIONAL,QUEBEC,CANADA,46,47,18,N,71,23,51,U,244
CYQF,YQF,RED DEER REGIONAL,RED DEER INDUSTRIAL,CANADA,52,10,43,N,113,53,35,U,2968
CYQG,YQG,WINDSOR,WINDSOR,CANADA,42,16,32,N,82,57,20,U,622
CYQH,YQH,WATSON LAKE,WATSON LAKE,CANADA,60,7,4,N,128,49,19,U,2255
CYQK,YQK,KENORA,KENORA,CANADA,49,47,18,N,94,21,47,U,1332
CYQL,YQL,LETHBRIDGE,LETHBRIDGE,CANADA,49,37,49,N,112,47,59,U,3047
CYQM,YQM,GREATER MONCTON INTERNATIONAL,MONCTON,CANADA,46,6,44,N,64,40,43,U,232
CYQN,N/A,NAKINA,NAKINA,CANADA,50,10,58,N,86,41,47,U,1057
CYQQ,YQQ,COMOX,COMOX,CANADA,49,42,39,N,124,53,12,U,84
CYQR,YQR,REGINA INTERNATIONAL,REGINA,CANADA,50,25,55,N,104,39,57,U,1894
CYQT,YQT,THUNDER BAY,THUNDER BAY,CANADA,48,22,19,N,89,19,26,U,653
CYQU,YQU,GRANDE PRAIRIE,GRANDE PRAIRIE,CANADA,55,10,47,N,118,53,6,U,2195
CYQV,YQV,YORKTON MUNI,YORKTON,CANADA,51,15,53,N,102,27,42,U,1635
CYQW,YQW,NORTH BATTLEFORD,NORTH BATTLEFORD,CANADA,52,46,9,N,108,14,37,U,1799
CYQX,YQX,GANDER INTERNATIONAL,GANDER,CANADA,48,56,13,N,54,34,5,U,496
CYQY,YQY,SYDNEY,SYDNEY,CANADA,46,9,41,N,60,2,52,U,203
CYQZ,YQZ,QUESNEL,QUESNEL,CANADA,53,1,34,N,122,30,36,U,1789
CYRB,YRB,RESOLUTE BAY,RESOLUTE,CANADA,74,43,1,N,94,58,10,U,215
CYRI,YRI,RIVIERE DU LOUP,RIVIERE DU LOUP,CANADA,47,45,52,N,69,35,5,U,427
CYRJ,YRJ,ROBERVAL,ROBERVAL,CANADA,48,31,12,N,72,15,56,U,586
CYRM,YRM,ROCKY MOUNTAIN HOUSE,ROCKY MOUNTAIN HOUSE,CANADA,52,25,47,N,114,54,15,U,3242
CYRT,YRT,RANKIN INLET,RANKIN INLET,CANADA,62,48,41,N,92,6,57,U,94
CYRW,N/A,,TROIS RIVIERE,CANADA,0,0,0,U,0,0,0,U,0
CYSA,N/A,,SABLE ISLAND,CANADA,0,0,0,U,0,0,0,U,0
CYSB,YSB,SUDBURY,SUDBURY,CANADA,46,37,30,N,80,47,56,U,1140
CYSC,YSC,SHERBROOKE,SHERBROOKE,CANADA,45,26,17,N,71,41,26,U,792
CYSD,N/A,,SUFFIELD,CANADA,0,0,0,U,0,0,0,U,0
CYSF,YSF,,STONY RAPIDS,CANADA,0,0,0,U,0,0,0,U,0
CYSJ,YSJ,SAINT JOHN,ST. JOHN,CANADA,45,18,58,N,65,53,25,U,357
CYSK,YSK,,SANIKILUAQ,CANADA,0,0,0,U,0,0,0,U,0
CYSM,YSM,FORT SMITH,FORT SMITH,CANADA,60,1,20,N,111,57,37,U,673
CYSR,YSR,NANISIVIK,NANISIVIK,CANADA,72,58,56,N,84,36,49,U,2106
CYSS,N/A,,SLATE ISLAND,CANADA,0,0,0,U,0,0,0,U,0
CYSU,YSU,SUMMERSIDE,SUMMERSIDE,CANADA,46,26,34,N,63,49,52,U,56
CYSY,YSY,SACHS HARBOUR,SACHS HARBOUR,CANADA,71,59,38,N,125,14,33,U,281
CYTC,N/A,,ETHELDA BAY,CANADA,0,0,0,U,0,0,0,U,0
CYTE,YTE,CAPE DORSET,CAPE DORSET,CANADA,64,13,48,N,76,31,36,U,164
CYTH,YTH,THOMPSON,THOMPSON,CANADA,55,48,4,N,97,51,51,U,729
CYTL,YTL,,BIG TROUT LAKE,CANADA,0,0,0,U,0,0,0,U,0
CYTR,YTR,TRENTON,TRENTON,CANADA,44,7,8,N,77,31,41,U,283
CYTS,YTS,TIMMINS,TIMMINS,CANADA,48,34,11,N,81,22,36,U,967
CYTZ,YTZ,CITY CENTRE,TORONTO,CANADA,43,37,39,N,79,23,46,U,251
CYUA,N/A,,SHINGLE POINT,CANADA,0,0,0,U,0,0,0,U,0
CYUB,YUB,TUKTOYAKTUK,TUKTOYAKTUK,CANADA,69,26,0,N,133,1,35,U,15
CYUC,N/A,,NICHOLSON PENINSULAR,CANADA,0,0,0,U,0,0,0,U,0
CYUF,YUF,,PELLY BAY,CANADA,0,0,0,U,0,0,0,U,0
CYUH,N/A,,CLINTON POINT,CANADA,0,0,0,U,0,0,0,U,0
CYUI,N/A,,CAPE YOUNG,CANADA,0,0,0,U,0,0,0,U,0
CYUJ,N/A,,LADY FRANKLIN POINT,CANADA,0,0,0,U,0,0,0,U,0
CYUK,N/A,,BYRON BAY,CANADA,0,0,0,U,0,0,0,U,0
CYUL,YUL,MONTREAL INTERNATIONAL DORVAL,MONTREAL,CANADA,45,28,5,N,73,44,29,U,117
CYUQ,N/A,,JENNY LIND ISLAND,CANADA,0,0,0,U,0,0,0,U,0
CYUR,N/A,,GLADMAN POINT,CANADA,0,0,0,U,0,0,0,U,0
CYUS,N/A,,SHEPHERD BAY,CANADA,0,0,0,U,0,0,0,U,0
CYUT,YUT,REPULSE BAY,REPULSE BAY,CANADA,66,31,17,N,86,13,29,U,80
CYUX,YUX,HALL BEACH,HALL BEACH,CANADA,68,46,34,N,81,14,37,U,27
CYUY,YUY,ROUYN NORANDA,ROUYN,CANADA,48,12,22,N,78,50,8,U,988
CYVC,YVC,LA RONGE,LA RONGE,CANADA,55,9,5,N,105,15,43,U,1242
CYVG,YVG,VERMILION,VERMILLION,CANADA,53,21,21,N,110,49,26,U,2025
CYVM,YVM,QIKIQTARJUAQ,BROUGHTON ISLAND,CANADA,67,32,45,N,64,1,53,U,21
CYVN,N/A,,CAPE DYER,CANADA,0,0,0,U,0,0,0,U,0
CYVO,YVO,VAL D OR,VAL D'OR,CANADA,48,3,12,N,77,46,58,U,1107
CYVP,YVP,KUUJJUAQ,QUUJJUAQ,CANADA,58,5,46,N,68,25,37,U,129
CYVQ,YVQ,NORMAN WELLS,NORMAN WELLS,CANADA,65,16,57,N,126,48,1,U,241
CYVR,YVR,VANCOUVER INTERNATIONAL,VANCOUVER,CANADA,49,11,42,N,123,10,55,U,14
CYVT,YVT,BUFFALO NARROWS,BUFFALO NARROWS,CANADA,55,50,31,N,108,25,3,U,1444
CYVV,YVV,WIARTON,WIARTON,CANADA,44,44,45,N,81,6,26,U,729
CYWA,YWA,PETAWAWA,PETAWAWA,CANADA,45,57,8,N,77,19,9,U,427
CYWG,YWG,WINNIPEG INTERNATIONAL,WINNIPEG,CANADA,49,54,36,N,97,14,4,U,783
CYWK,YWK,WABUSH,WABUSH,CANADA,52,55,19,N,66,51,52,U,1808
CYWL,YWL,WILLIAMS LAKE,WILLIAMS LAKE,CANADA,52,10,59,N,122,3,15,U,3085
CYWO,N/A,,LUPIN,CANADA,0,0,0,U,0,0,0,U,0
CYWR,N/A,,WHITE RIVER,CANADA,0,0,0,U,0,0,0,U,0
CYWY,YWY,WRIGLEY,WRIGLEY,CANADA,63,12,34,N,123,26,12,U,493
CYXC,YXC,CRANBROOK,CRANBROOK,CANADA,49,36,37,N,115,46,57,U,3082
CYXD,YXD,EDMONTON CITY CENTRE,EDMONTON,CANADA,53,34,21,N,113,31,14,U,2200
CYXE,YXE,SASKATOON J G DIEFENBAKER INTERNATIONAL,SASKATOON,CANADA,52,10,15,N,106,41,59,U,1653
CYXH,YXH,MEDICINE HAT,MEDICINE HAT,CANADA,50,1,8,N,110,43,15,U,2352
CYXI,N/A,,KILLALOE,CANADA,0,0,0,U,0,0,0,U,0
CYXJ,YXJ,FORT ST JOHN,FORT SAINT JOHN,CANADA,56,14,17,N,120,44,25,U,2280
CYXL,YXL,SIOUX LOOKOUT,SIOUX LOOKOUT,CANADA,50,6,52,N,91,54,15,U,1280
CYXN,YXN,,WHALE COVE,CANADA,0,0,0,U,0,0,0,U,0
